{Name:n02104029 kuvasz, Probability:0.21910787}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.15326566}  {Name:n02111500 Great Pyrenees, Probability:0.07865355}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.9919224}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0050165835}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.0017494232}
{Name:n02115913 dhole, Cuon alpinus, Probability:0.38505173}  {Name:n02100583 vizsla, Hungarian pointer, Probability:0.07871518}  {Name:n02119022 red fox, Vulpes vulpes, Probability:0.07603196}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.635234}  {Name:n02444819 otter, Probability:0.19118166}  {Name:n02077923 sea lion, Probability:0.12489105}
{Name:n03291819 envelope, Probability:0.92006}  {Name:n02708093 analog clock, Probability:0.0070977146}  {Name:n03832673 notebook, notebook computer, Probability:0.0055477163}
{Name:n02361337 marmot, Probability:0.14176792}  {Name:n02417914 ibex, Capra ibex, Probability:0.12508386}  {Name:n02415577 bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis, Probability:0.08853016}
{Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.15905014}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.08089323}  {Name:n01877812 wallaby, brush kangaroo, Probability:0.06889226}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9659225}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.016459798}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.009892907}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.22991122}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.06122596}  {Name:n07802026 hay, Probability:0.050556187}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.67397124}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.110459186}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.10525425}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9682524}  {Name:n02410509 bison, Probability:0.028772758}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0008634993}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.62078404}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.078532286}  {Name:n02444819 otter, Probability:0.042701665}
{Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.7131862}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.097415425}  {Name:n02104029 kuvasz, Probability:0.06604861}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.99999917}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:6.021033e-07}  {Name:n04399382 teddy, teddy bear, Probability:2.2197851e-07}
{Name:n09399592 promontory, headland, head, foreland, Probability:0.113100626}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.105358556}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.08810713}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.49497345}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.43190143}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.023297766}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9972722}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0011111001}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.0006902545}
{Name:n04251144 snorkel, Probability:0.42817214}  {Name:n01484850 great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias, Probability:0.18031679}  {Name:n10565667 scuba diver, Probability:0.08956703}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.98845625}  {Name:n02113799 standard poodle, Probability:0.0018430505}  {Name:n02361337 marmot, Probability:0.0017010157}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.96980226}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.016464781}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.012069119}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.19445083}  {Name:n01855672 goose, Probability:0.10844711}  {Name:n02002556 white stork, Ciconia ciconia, Probability:0.07526727}
{Name:n03291819 envelope, Probability:0.92006}  {Name:n02708093 analog clock, Probability:0.0070977146}  {Name:n03832673 notebook, notebook computer, Probability:0.0055477163}
{Name:n03291819 envelope, Probability:0.92006}  {Name:n02708093 analog clock, Probability:0.0070977146}  {Name:n03832673 notebook, notebook computer, Probability:0.0055477163}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9996885}  {Name:n02104029 kuvasz, Probability:8.030761e-05}  {Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:7.9356934e-05}
{Name:n02410509 bison, Probability:0.87404543}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.055837184}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.019556068}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.3058288}  {Name:n02492660 howler monkey, howler, Probability:0.18088782}  {Name:n02492035 capuchin, ringtail, Cebus capucinus, Probability:0.061413825}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9978562}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00042040486}  {Name:n02125311 cougar, puma, catamount, mountain lion, painter, panther, Felis concolor, Probability:0.00039527938}
{Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.7055642}  {Name:n02111500 Great Pyrenees, Probability:0.14776176}  {Name:n02111889 Samoyed, Samoyede, Probability:0.06885724}
{Name:n03291819 envelope, Probability:0.92006}  {Name:n02708093 analog clock, Probability:0.0070977146}  {Name:n03832673 notebook, notebook computer, Probability:0.0055477163}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8288927}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.080121085}  {Name:n02442845 mink, Probability:0.028210571}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99981874}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:3.6896716e-05}  {Name:n01883070 wombat, Probability:3.3573448e-05}
{Name:n03998194 prayer rug, prayer mat, Probability:0.28461745}  {Name:n03223299 doormat, welcome mat, Probability:0.05506212}  {Name:n01883070 wombat, Probability:0.05505306}
{Name:n02444819 otter, Probability:0.21213149}  {Name:n01695060 Komodo dragon, Komodo lizard, dragon lizard, giant lizard, Varanus komodoensis, Probability:0.18533465}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.14970419}
{Name:n03291819 envelope, Probability:0.92006}  {Name:n02708093 analog clock, Probability:0.0070977146}  {Name:n03832673 notebook, notebook computer, Probability:0.0055477163}
{Name:n02894605 breakwater, groin, groyne, mole, bulwark, seawall, jetty, Probability:0.30823505}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.08258798}  {Name:n02094258 Norwich terrier, Probability:0.052536935}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8568371}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.10032541}  {Name:n02117135 hyena, hyaena, Probability:0.04081341}
{Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.27160674}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.17124943}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.13178748}
{Name:n03291819 envelope, Probability:0.92006}  {Name:n02708093 analog clock, Probability:0.0070977146}  {Name:n03832673 notebook, notebook computer, Probability:0.0055477163}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.98938835}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.009118767}  {Name:n02447366 badger, Probability:0.00027803864}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9226822}  {Name:n02105056 groenendael, Probability:0.053406835}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.005466383}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.98238385}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.016691431}  {Name:n02410509 bison, Probability:0.00015590517}
{Name:n02077923 sea lion, Probability:0.40037954}  {Name:n02444819 otter, Probability:0.09060602}  {Name:n02074367 dugong, Dugong dugon, Probability:0.04986521}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.40468442}  {Name:n02444819 otter, Probability:0.14528999}  {Name:n02077923 sea lion, Probability:0.115740314}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.4375891}  {Name:n02098286 West Highland white terrier, Probability:0.16680314}  {Name:n02085936 Maltese dog, Maltese terrier, Maltese, Probability:0.07762809}
{Name:n02099429 curly-coated retriever, Probability:0.13799046}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.1216979}  {Name:n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius, Probability:0.08161618}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.47236207}  {Name:n01484850 great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias, Probability:0.27145967}  {Name:n02074367 dugong, Dugong dugon, Probability:0.20380001}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.10176277}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.06277511}  {Name:n02493793 spider monkey, Ateles geoffroyi, Probability:0.049954314}
{Name:n02101006 Gordon setter, Probability:0.21772215}  {Name:n02099267 flat-coated retriever, Probability:0.07661294}  {Name:n02113799 standard poodle, Probability:0.049894564}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.84118384}  {Name:n02113799 standard poodle, Probability:0.08533838}  {Name:n02113712 miniature poodle, Probability:0.013776552}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99615616}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.0034939533}  {Name:n02104029 kuvasz, Probability:0.0003076833}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.95454776}  {Name:n02361337 marmot, Probability:0.0065332074}  {Name:n01883070 wombat, Probability:0.006350374}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.8094831}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.10931785}  {Name:n02361337 marmot, Probability:0.018120714}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9906109}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0056388485}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.0018316087}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.9941742}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0054624253}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.00025045598}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9835134}  {Name:n02074367 dugong, Dugong dugon, Probability:0.009469411}  {Name:n02077923 sea lion, Probability:0.0069116694}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8433642}  {Name:n01883070 wombat, Probability:0.094111666}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.015378596}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99978274}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.0001741915}  {Name:n02115641 dingo, warrigal, warragal, Canis dingo, Probability:1.7157916e-05}
{Name:n02074367 dugong, Dugong dugon, Probability:0.38563117}  {Name:n01484850 great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias, Probability:0.2545162}  {Name:n01491361 tiger shark, Galeocerdo cuvieri, Probability:0.21970654}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.6816576}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.21252573}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.028795304}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.60962373}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.1140881}  {Name:n02117135 hyena, hyaena, Probability:0.06272432}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.19118637}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.108679645}  {Name:n02444819 otter, Probability:0.08203281}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.89560324}  {Name:n02113799 standard poodle, Probability:0.0167507}  {Name:n02111889 Samoyed, Samoyede, Probability:0.015429557}
{Name:n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius, Probability:0.13224132}  {Name:n02099712 Labrador retriever, Probability:0.10552905}  {Name:n02328150 Angora, Angora rabbit, Probability:0.08033228}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.79390484}  {Name:n02102973 Irish water spaniel, Probability:0.054097924}  {Name:n02099849 Chesapeake Bay retriever, Probability:0.047840383}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9913017}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0034375729}  {Name:n02480495 orangutan, orang, orangutang, Pongo pygmaeus, Probability:0.0028504245}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8091949}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.1863043}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.003131949}
{Name:n03291819 envelope, Probability:0.92006}  {Name:n02708093 analog clock, Probability:0.0070977146}  {Name:n03832673 notebook, notebook computer, Probability:0.0055477163}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.70547533}  {Name:n02480855 gorilla, Gorilla gorilla, Probability:0.1660204}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.04722312}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.58362377}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.35367054}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.036327034}
{Name:n03291819 envelope, Probability:0.92006}  {Name:n02708093 analog clock, Probability:0.0070977146}  {Name:n03832673 notebook, notebook computer, Probability:0.0055477163}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.8753585}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.058606453}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.03104069}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.8678704}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.12430194}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.003277588}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.50946033}  {Name:n02410509 bison, Probability:0.2483295}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.12244142}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.88341486}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.10193456}  {Name:n02117135 hyena, hyaena, Probability:0.004831245}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9397841}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.032121938}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.0087298695}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9713211}  {Name:n02410509 bison, Probability:0.008545523}  {Name:n02117135 hyena, hyaena, Probability:0.0060618846}
{Name:n03000134 chainlink fence, Probability:0.29924443}  {Name:n04371774 swing, Probability:0.06837943}  {Name:n04485082 tripod, Probability:0.036474682}
{Name:n02108422 bull mastiff, Probability:0.17705853}  {Name:n02088094 Afghan hound, Afghan, Probability:0.14664103}  {Name:n03803284 muzzle, Probability:0.10066627}
{Name:n03291819 envelope, Probability:0.92006}  {Name:n02708093 analog clock, Probability:0.0070977146}  {Name:n03832673 notebook, notebook computer, Probability:0.0055477163}
{Name:n03291819 envelope, Probability:0.92006}  {Name:n02708093 analog clock, Probability:0.0070977146}  {Name:n03832673 notebook, notebook computer, Probability:0.0055477163}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.45915592}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.2452138}  {Name:n02106662 German shepherd, German shepherd dog, German police dog, alsatian, Probability:0.042927064}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.7417913}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.14860776}  {Name:n01883070 wombat, Probability:0.06293211}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.90145415}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.039714247}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.0130943945}
{Name:n03291819 envelope, Probability:0.92006}  {Name:n02708093 analog clock, Probability:0.0070977146}  {Name:n03832673 notebook, notebook computer, Probability:0.0055477163}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.64433914}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.051812854}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.040979527}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9440658}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.042498015}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.005853}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.34322336}  {Name:n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius, Probability:0.27462792}  {Name:n04372370 switch, electric switch, electrical switch, Probability:0.014646017}
{Name:n03291819 envelope, Probability:0.92006}  {Name:n02708093 analog clock, Probability:0.0070977146}  {Name:n03832673 notebook, notebook computer, Probability:0.0055477163}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.94987226}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.043862168}  {Name:n02111889 Samoyed, Samoyede, Probability:0.004027497}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.689626}  {Name:n03481172 hammer, Probability:0.059777018}  {Name:n02444819 otter, Probability:0.048710708}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9809445}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.013515387}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.001751337}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.8481905}  {Name:n02138441 meerkat, mierkat, Probability:0.040341448}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.034712683}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9879772}  {Name:n02111889 Samoyed, Samoyede, Probability:0.0043028733}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.0031240813}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.94181216}  {Name:n02093754 Border terrier, Probability:0.036154103}  {Name:n02117135 hyena, hyaena, Probability:0.006878954}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.943572}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.021179045}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.016215801}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9186371}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.07512538}  {Name:n02104029 kuvasz, Probability:0.0031785385}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.26615375}  {Name:n02403003 ox, Probability:0.1258188}  {Name:n02408429 water buffalo, water ox, Asiatic buffalo, Bubalus bubalis, Probability:0.1077694}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.6332006}  {Name:n01883070 wombat, Probability:0.24234582}  {Name:n02444819 otter, Probability:0.02202775}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9604077}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.036857005}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0013383082}
{Name:n02112137 chow, chow chow, Probability:0.41589385}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.16351691}  {Name:n02117135 hyena, hyaena, Probability:0.15177211}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9993305}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0005450737}  {Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:8.767821e-05}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.88283396}  {Name:n02074367 dugong, Dugong dugon, Probability:0.07059146}  {Name:n02077923 sea lion, Probability:0.0074630473}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99338186}  {Name:n02504013 Indian elephant, Elephas maximus, Probability:0.0015634805}  {Name:n04399382 teddy, teddy bear, Probability:0.0005071664}
